Districts,Year,Season,Crops,Yield,Soil_Mois,Soil_Temp
Prakasam,2020,Kharif,Urad,140000,21.2,28.61
Prakasam,2020,Rabi,Cotton,500,24.8,26.63
Prakasam,2020,Kharif,Cotton,420,21.2,28.61
Prakasam,2021,Rabi,Groundnut,1920,24.8,26.63
Prakasam,2021,Kharif,Groundnut,1920,21.2,28.61
Prakasam,2021,Rabi,Maize,2590,24.8,26.63
Prakasam,2021,Kharif,Maize,2320,21.2,28.61
Prakasam,2021,Rabi,Onion,3330,24.8,26.63
Prakasam,2021,Kharif,Onion,5640,21.2,28.61
Prakasam,2021,Rabi,Urad,22000,27.2,26.63
Prakasam,2021,Kharif,Urad,140000,16,27.54
Prakasam,2021,Rabi,Cotton,590,27.2,25.97
Prakasam,2021,Kharif,Cotton,700,16,27.54
Prakasam,2022,Rabi,Groundnut,1700,27.2,25.97
Prakasam,2022,Kharif,Groundnut,2810,16,27.54
Prakasam,2022,Rabi,Maize,2220,27.2,25.97
Prakasam,2022,Kharif,Maize,1660,16,27.54
Prakasam,2022,Rabi,Onion,4580,27.2,25.97
Prakasam,2022,Kharif,Onion,4610,16,27.54
Prakasam,2022,Rabi,Urad,22000,25.6,25.97
Prakasam,2022,Kharif,Urad,140000,17.2,27.81
Prakasam,2022,Rabi,Cotton,950,25.6,26.83
Prakasam,2022,Kharif,Cotton,440,17.2,27.81
Spsr nellore,2015,Rabi,Groundnut,2380,25.6,26.83
Spsr nellore,2015,Kharif,Groundnut,2380,17.2,27.81
Spsr nellore,2015,Rabi,Maize,2970,25.6,26.83
Spsr nellore,2015,Kharif,Maize,3680,17.2,27.81
Spsr nellore,2015,Rabi,Onion,3810,25.6,26.83
Spsr nellore,2015,Kharif,Onion,6490,17.2,27.81
Spsr nellore,2015,Rabi,Urad,16720,25.2,26.83
Spsr nellore,2015,Kharif,Urad,14250,18.8,27.45
Spsr nellore,2015,Rabi,Cotton,490,25.2,26.48
Spsr nellore,2015,Kharif,Cotton,420,18.8,27.45
Spsr nellore,2016,Rabi,Groundnut,2430,25.2,26.48
Spsr nellore,2016,Kharif,Groundnut,2440,18.8,27.45
Spsr nellore,2016,Rabi,Maize,2620,25.2,26.48
Spsr nellore,2016,Kharif,Maize,3670,18.8,27.45
Spsr nellore,2016,Rabi,Onion,4070,25.2,26.48
Spsr nellore,2016,Kharif,Onion,4070,18.8,27.45
Spsr nellore,2016,Rabi,Urad,23680,25.6,26.48
Spsr nellore,2016,Kharif,Urad,14250,20.4,27.84
Spsr nellore,2016,Rabi,Cotton,310,25.6,25.9
Spsr nellore,2016,Kharif,Cotton,150,20.4,27.84
Spsr nellore,2017,Rabi,Groundnut,1970,25.6,25.9
Spsr nellore,2017,Kharif,Groundnut,1970,20.4,27.84
Spsr nellore,2017,Rabi,Maize,3400,25.6,25.9
Spsr nellore,2017,Kharif,Maize,3760,20.4,27.84
Spsr nellore,2017,Rabi,Onion,4260,25.6,25.9
Spsr nellore,2017,Kharif,Onion,7690,20.4,27.84
Spsr nellore,2017,Rabi,Urad,0,26.8,25.9
Spsr nellore,2017,Kharif,Urad,14250,17.2,28.91
Spsr nellore,2017,Rabi,Cotton,770,26.8,25.45
Spsr nellore,2017,Kharif,Cotton,680,17.2,28.91
Spsr nellore,2018,Rabi,Groundnut,2650,26.8,25.45
Spsr nellore,2018,Kharif,Groundnut,2650,17.2,28.91
Spsr nellore,2018,Rabi,Maize,4030,26.8,25.45
Spsr nellore,2018,Kharif,Maize,4060,17.2,28.91
Spsr nellore,2018,Rabi,Onion,4280,26.8,25.45
Spsr nellore,2018,Kharif,Onion,6330,17.2,28.91
Spsr nellore,2018,Rabi,Urad,0,22,25.45
Spsr nellore,2018,Kharif,Urad,14250,14.4,27.61
Spsr nellore,2018,Rabi,Cotton,530,22,26.31
Spsr nellore,2018,Kharif,Cotton,410,14.4,27.61
Spsr nellore,2019,Rabi,Groundnut,430,22,26.31
Spsr nellore,2019,Kharif,Groundnut,2530,14.4,27.61
Spsr nellore,2019,Rabi,Maize,4110,22,26.31
Spsr nellore,2019,Kharif,Maize,4010,14.4,27.61
Spsr nellore,2019,Rabi,Onion,3730,22,26.31
Spsr nellore,2019,Kharif,Onion,7900,14.4,27.61
Spsr nellore,2019,Rabi,Urad,0,25.2,26.31
Spsr nellore,2019,Kharif,Urad,14250,18.8,28.37
Spsr nellore,2019,Rabi,Cotton,790,25.2,25.06
Spsr nellore,2019,Kharif,Cotton,790,18.8,28.37
Spsr nellore,2020,Rabi,Groundnut,2740,25.2,25.06
Spsr nellore,2020,Kharif,Groundnut,2750,18.8,28.37
Spsr nellore,2020,Rabi,Maize,4030,25.2,25.06
Spsr nellore,2020,Kharif,Maize,4040,18.8,28.37
Spsr nellore,2020,Rabi,Onion,3560,25.2,25.06
Spsr nellore,2020,Kharif,Onion,4820,18.8,28.37
Spsr nellore,2020,Rabi,Urad,0,22.4,25.06
Spsr nellore,2020,Kharif,Urad,14250,15.2,28.49
Spsr nellore,2020,Rabi,Cotton,40,22.4,26.59
Spsr nellore,2020,Kharif,Cotton,100,15.2,28.49
Spsr nellore,2021,Rabi,Groundnut,2970,22.4,26.59
Spsr nellore,2021,Kharif,Groundnut,2970,15.2,28.49
Spsr nellore,2021,Rabi,Maize,3960,22.4,26.59
Spsr nellore,2021,Kharif,Maize,4300,15.2,28.49
Spsr nellore,2021,Rabi,Onion,3970,22.4,26.59
Spsr nellore,2021,Kharif,Onion,5540,15.2,28.49
Spsr nellore,2021,Rabi,Urad,0,26.4,26.59
Spsr nellore,2021,Kharif,Urad,14250,19.6,27.19
Spsr nellore,2021,Rabi,Cotton,1040,26.4,25.16
Spsr nellore,2021,Kharif,Cotton,660,19.6,27.19
Spsr nellore,2022,Rabi,Groundnut,1880,26.4,25.16
Spsr nellore,2022,Kharif,Groundnut,2810,19.6,27.19
Spsr nellore,2022,Rabi,Maize,3860,26.4,25.16
Spsr nellore,2022,Kharif,Maize,4880,19.6,27.19
Spsr nellore,2022,Rabi,Onion,3380,26.4,25.16
Spsr nellore,2022,Kharif,Onion,5840,19.6,27.19
Spsr nellore,2022,Rabi,Urad,0,24.4,25.16
Spsr nellore,2022,Kharif,Urad,14250,14.8,28.34
Spsr nellore,2022,Rabi,Cotton,1080,24.4,26.39
Spsr nellore,2022,Kharif,Cotton,990,14.8,28.34
Srikakulam,2015,Rabi,Groundnut,3160,24.4,26.39
Srikakulam,2015,Kharif,Groundnut,1840,14.8,28.34
Srikakulam,2015,Rabi,Maize,1170,24.4,26.39
Srikakulam,2015,Kharif,Maize,1520,14.8,28.34
Srikakulam,2015,Rabi,Onion,4160,24.4,26.39
Srikakulam,2015,Kharif,Onion,5280,14.8,28.34
Srikakulam,2015,Rabi,Urad,16750,22,26.39
Srikakulam,2015,Kharif,Urad,14220,15.6,28.93
Srikakulam,2015,Rabi,Cotton,630,22,26.63
Srikakulam,2015,Kharif,Cotton,640,15.6,28.93
Srikakulam,2016,Rabi,Groundnut,3370,22,26.63
Srikakulam,2016,Kharif,Groundnut,1840,15.6,28.93
Srikakulam,2016,Rabi,Maize,1210,22,26.63
Srikakulam,2016,Kharif,Maize,2320,15.6,28.93
Srikakulam,2016,Rabi,Onion,3670,22,26.63
Srikakulam,2016,Kharif,Onion,5120,15.6,28.93
Srikakulam,2016,Rabi,Urad,23690,26.4,26.63
Srikakulam,2016,Kharif,Urad,22260,18.8,28.16
Srikakulam,2016,Rabi,Cotton,640,26.4,26.01
Srikakulam,2016,Kharif,Cotton,500,18.8,28.16
Srikakulam,2017,Rabi,Groundnut,3660,26.4,26.01
Srikakulam,2017,Kharif,Groundnut,1840,18.8,28.16
Srikakulam,2017,Rabi,Maize,1100,26.4,26.01
Srikakulam,2017,Kharif,Maize,2050,18.8,28.16
Srikakulam,2017,Rabi,Onion,4150,26.4,26.01
Srikakulam,2017,Kharif,Onion,4850,18.8,28.16
Srikakulam,2017,Rabi,Urad,3051,22.4,26.01
Srikakulam,2017,Kharif,Urad,27470,16,28.06
Srikakulam,2017,Rabi,Cotton,840,22.4,25.77
Srikakulam,2017,Kharif,Cotton,530,16,28.06
Srikakulam,2018,Rabi,Groundnut,2960,22.4,25.77
Srikakulam,2018,Kharif,Groundnut,1840,16,28.06
Srikakulam,2018,Rabi,Maize,1100,22.4,25.77
Srikakulam,2018,Kharif,Maize,1550,16,28.06
Srikakulam,2018,Rabi,Onion,4570,22.4,25.77
Srikakulam,2018,Kharif,Onion,4710,16,28.06
Srikakulam,2018,Rabi,Urad,12674,24,25.77
Srikakulam,2018,Kharif,Urad,36240,21.6,27.8
Srikakulam,2018,Rabi,Cotton,770,24,25.52
Srikakulam,2018,Kharif,Cotton,560,21.6,27.8
Srikakulam,2019,Rabi,Groundnut,530,24,25.52
Srikakulam,2019,Kharif,Groundnut,1840,21.6,27.8
Srikakulam,2019,Rabi,Maize,1360,24,25.52
Srikakulam,2019,Kharif,Maize,1540,21.6,27.8
Srikakulam,2019,Rabi,Onion,4590,24,25.52
Srikakulam,2019,Kharif,Onion,7550,21.6,27.8
Srikakulam,2019,Rabi,Urad,24000,24.4,25.52
Srikakulam,2019,Kharif,Urad,21840,14.8,27.6
Srikakulam,2019,Rabi,Cotton,1010,24.4,26.24
Srikakulam,2019,Kharif,Cotton,480,14.8,27.6
Srikakulam,2020,Rabi,Groundnut,3620,24.4,26.24
Srikakulam,2020,Kharif,Groundnut,1840,14.8,27.6
Srikakulam,2020,Rabi,Maize,1300,24.4,26.24
Srikakulam,2020,Kharif,Maize,1770,14.8,27.6
Srikakulam,2020,Rabi,Onion,3170,24.4,26.24
Srikakulam,2020,Kharif,Onion,5280,14.8,27.6
Srikakulam,2020,Rabi,Urad,24000,24.8,26.24
Srikakulam,2020,Kharif,Urad,21840,15.6,27.61
Srikakulam,2020,Rabi,Cotton,770,24.8,26.4
Srikakulam,2020,Kharif,Cotton,510,15.6,27.61
Srikakulam,2021,Rabi,Groundnut,2780,24.8,26.4
Srikakulam,2021,Kharif,Groundnut,1840,15.6,27.61
Srikakulam,2021,Rabi,Maize,1070,24.8,26.4
Srikakulam,2021,Kharif,Maize,2150,15.6,27.61
Srikakulam,2021,Rabi,Onion,2930,24.8,26.4
Srikakulam,2021,Kharif,Onion,6290,15.6,27.61
Srikakulam,2021,Rabi,Urad,24000,22,26.4
Srikakulam,2021,Kharif,Urad,21840,17.6,27.37
Srikakulam,2021,Rabi,Cotton,690,22,26.36
Srikakulam,2021,Kharif,Cotton,560,17.6,27.37
Srikakulam,2022,Rabi,Groundnut,2500,22,26.36
Srikakulam,2022,Kharif,Groundnut,1840,17.6,27.37
Srikakulam,2022,Rabi,Maize,1370,22,26.36
Srikakulam,2022,Kharif,Maize,2660,17.6,27.37
Srikakulam,2022,Rabi,Onion,4230,22,26.36
Srikakulam,2022,Kharif,Onion,8100,17.6,27.37
Srikakulam,2022,Rabi,Urad,24000,26.4,26.36
Srikakulam,2022,Kharif,Urad,21840,19.6,28.29
Srikakulam,2022,Rabi,Cotton,1070,26.4,26.56
Srikakulam,2022,Kharif,Cotton,730,19.6,28.29
Vizianagaram,2015,Rabi,Groundnut,2120,26.4,26.56
Vizianagaram,2015,Kharif,Groundnut,1830,19.6,28.29
Vizianagaram,2015,Rabi,Maize,1040,26.4,26.56
Vizianagaram,2015,Kharif,Maize,2590,19.6,28.29
Vizianagaram,2015,Rabi,Onion,3760,26.4,26.56
Vizianagaram,2015,Kharif,Onion,7110,19.6,28.29
Vizianagaram,2015,Rabi,Urad,16720,25.6,26.56
Vizianagaram,2015,Kharif,Urad,14220,18,27.63
Vizianagaram,2015,Rabi,Cotton,280,25.6,25.33
Vizianagaram,2015,Kharif,Cotton,640,18,27.63
Vizianagaram,2016,Rabi,Groundnut,2130,25.6,25.33
Vizianagaram,2016,Kharif,Groundnut,2000,18,27.63
Vizianagaram,2016,Rabi,Maize,1160,25.6,25.33
Vizianagaram,2016,Kharif,Maize,1950,18,27.63
Vizianagaram,2016,Rabi,Onion,4660,25.6,25.33
Vizianagaram,2016,Kharif,Onion,6540,18,27.63
Vizianagaram,2016,Rabi,Urad,23690,28,25.33
Vizianagaram,2016,Kharif,Urad,22260,16.8,28.39
Vizianagaram,2016,Rabi,Cotton,640,28,25.72
Vizianagaram,2016,Kharif,Cotton,470,16.8,28.39
Vizianagaram,2017,Rabi,Groundnut,2460,28,25.72
Vizianagaram,2017,Kharif,Groundnut,2000,16.8,28.39
Vizianagaram,2017,Rabi,Maize,1160,28,25.72
Vizianagaram,2017,Kharif,Maize,2070,16.8,28.39
Vizianagaram,2017,Rabi,Onion,4770,28,25.72
Vizianagaram,2017,Kharif,Onion,8560,16.8,28.39
Vizianagaram,2017,Rabi,Urad,0,26,25.72
Vizianagaram,2017,Kharif,Urad,16390,14,27.4
Vizianagaram,2017,Rabi,Cotton,840,26,26.88
Vizianagaram,2017,Kharif,Cotton,610,14,27.4
Vizianagaram,2018,Rabi,Groundnut,2270,26,26.88
Vizianagaram,2018,Kharif,Groundnut,2000,14,27.4
Vizianagaram,2018,Rabi,Maize,1010,26,26.88
Vizianagaram,2018,Kharif,Maize,2310,14,27.4
Vizianagaram,2018,Rabi,Onion,4750,26,26.88
Vizianagaram,2018,Kharif,Onion,6790,14,27.4
Vizianagaram,2018,Rabi,Urad,0,25.2,26.88
Vizianagaram,2018,Kharif,Urad,23470,21.2,27.3
Vizianagaram,2018,Rabi,Cotton,770,25.2,26.22
Vizianagaram,2018,Kharif,Cotton,420,21.2,27.3
Vizianagaram,2019,Rabi,Groundnut,440,25.2,26.22
Vizianagaram,2019,Kharif,Groundnut,2000,21.2,27.3
Vizianagaram,2019,Rabi,Maize,1280,25.2,26.22
Vizianagaram,2019,Kharif,Maize,2310,21.2,27.3
Vizianagaram,2019,Rabi,Onion,5350,25.2,26.22
Vizianagaram,2019,Kharif,Onion,7550,21.2,27.3
Vizianagaram,2019,Rabi,Urad,22140,24.8,26.22
Vizianagaram,2019,Kharif,Urad,21870,21.2,28.79
Vizianagaram,2019,Rabi,Cotton,620,24.8,26.34
Vizianagaram,2019,Kharif,Cotton,640,21.2,28.79
Vizianagaram,2020,Rabi,Groundnut,2130,24.8,26.34
Vizianagaram,2020,Kharif,Groundnut,2000,21.2,28.79
Vizianagaram,2020,Rabi,Maize,1210,24.8,26.34
Vizianagaram,2020,Kharif,Maize,2540,21.2,28.79
Vizianagaram,2020,Rabi,Onion,4010,24.8,26.34
Vizianagaram,2020,Kharif,Onion,6600,21.2,28.79
Vizianagaram,2020,Rabi,Urad,22140,22.8,26.34
Vizianagaram,2020,Kharif,Urad,21870,14.8,28.78
Vizianagaram,2020,Rabi,Cotton,490,22.8,26.51
Vizianagaram,2020,Kharif,Cotton,610,14.8,28.78
Vizianagaram,2021,Rabi,Groundnut,2090,22.8,26.51
Vizianagaram,2021,Kharif,Groundnut,2000,14.8,28.78
Vizianagaram,2021,Rabi,Maize,1130,22.8,26.51
Vizianagaram,2021,Kharif,Maize,2350,14.8,28.78
Vizianagaram,2021,Rabi,Onion,4020,22.8,26.51
Vizianagaram,2021,Kharif,Onion,6350,14.8,28.78
Vizianagaram,2021,Rabi,Urad,22140,22,26.51
Vizianagaram,2021,Kharif,Urad,21870,16,28.37
Vizianagaram,2021,Rabi,Cotton,460,22,25.26
Vizianagaram,2021,Kharif,Cotton,620,16,28.37
Vizianagaram,2022,Rabi,Groundnut,2890,22,25.26
Vizianagaram,2022,Kharif,Groundnut,2000,16,28.37
Vizianagaram,2022,Rabi,Maize,1330,22,25.26
Vizianagaram,2022,Kharif,Maize,2540,16,28.37
Vizianagaram,2022,Rabi,Onion,4280,22,25.26
Vizianagaram,2022,Kharif,Onion,8420,16,28.37
Vizianagaram,2022,Rabi,Urad,22140,24.8,25.26
Vizianagaram,2022,Kharif,Urad,21870,20,28.36
Vizianagaram,2022,Rabi,Cotton,1080,21,26.2
Vizianagaram,2022,Kharif,Cotton,700,22,24.97
BengaluruUrban,2018,Kharif,Groundnut,690,21,23.88
BengaluruUrban,2018,Rabi,Groundnut,820,22,24.97
BengaluruUrban,2018,Kharif,Maize,3060,21,23.88
BengaluruUrban,2018,Rabi,Maize,3400,22,24.97
BengaluruUrban,2018,Kharif,Onion,7560,21,23.88
BengaluruUrban,2018,Rabi,Onion,13220,22,24.97
BengaluruUrban,2018,Kharif,Urad,430,21,23.88
BengaluruUrban,2018,Rabi,Urad,2000,22,24.97
BengaluruUrban,2018,Kharif,Cotton,1930,21,23.88
BengaluruUrban,2018,Rabi,Cotton,1130,22.8,24.37
BengaluruUrban,2019,Kharif,Groundnut,890,22.92,24.8
BengaluruUrban,2019,Rabi,Groundnut,280,22.8,24.37
BengaluruUrban,2019,Kharif,Maize,6690,22.92,24.8
BengaluruUrban,2019,Rabi,Maize,3470,22.8,24.37
BengaluruUrban,2019,Kharif,Onion,8070,22.92,24.8
BengaluruUrban,2019,Rabi,Onion,2000,22.8,24.37
BengaluruUrban,2019,Kharif,Urad,480,22.92,24.8
BengaluruUrban,2019,Rabi,Urad,0,22.8,24.37
BengaluruUrban,2019,Kharif,Cotton,3000,22.92,24.8
BengaluruUrban,2019,Rabi,Cotton,2890,29.2,23.14
BengaluruUrban,2020,Kharif,Groundnut,950,24.8,24.18
BengaluruUrban,2020,Rabi,Groundnut,940,29.2,23.14
BengaluruUrban,2020,Kharif,Maize,7580,24.8,24.18
BengaluruUrban,2020,Rabi,Maize,3680,29.2,23.14
BengaluruUrban,2020,Kharif,Onion,6110,24.8,24.18
BengaluruUrban,2020,Rabi,Onion,12500,29.2,23.14
BengaluruUrban,2020,Kharif,Urad,570,24.8,24.18
BengaluruUrban,2020,Rabi,Urad,2280,29.2,23.14
BengaluruUrban,2020,Kharif,Cotton,630,24.8,24.18
BengaluruUrban,2020,Rabi,Cotton,1200,26.68,23.5
BengaluruUrban,2021,Kharif,Groundnut,730,25.52,22.93
BengaluruUrban,2021,Rabi,Groundnut,900,26.68,23.5
BengaluruUrban,2021,Kharif,Maize,5280,25.52,22.93
BengaluruUrban,2021,Rabi,Maize,3600,26.68,23.5
BengaluruUrban,2021,Kharif,Onion,7000,25.52,22.93
BengaluruUrban,2021,Rabi,Onion,11000,26.68,23.5
BengaluruUrban,2021,Kharif,Urad,500,25.52,22.93
BengaluruUrban,2021,Rabi,Urad,2100,26.68,23.5
BengaluruUrban,2021,Kharif,Cotton,2530,25.52,22.93
BengaluruUrban,2021,Rabi,Cotton,790,30.8,23.16
BengaluruUrban,2022,Kharif,Groundnut,800,27.08,22.84
BengaluruUrban,2022,Rabi,Groundnut,510,30.8,23.16
BengaluruUrban,2022,Kharif,Maize,5460,27.08,22.84
BengaluruUrban,2022,Rabi,Maize,3530,30.8,23.16
BengaluruUrban,2022,Kharif,Onion,6770,27.08,22.84
BengaluruUrban,2022,Rabi,Onion,13000,30.8,23.16
BengaluruUrban,2022,Kharif,Urad,270,27.08,22.84
BengaluruUrban,2022,Rabi,Urad,1000,30.8,23.16
BengaluruUrban,2022,Kharif,Cotton,3000,27.08,22.84
BengaluruUrban,2022,Rabi,Cotton,2460,28,23.52
Hassan,2018,Kharif,Groundnut,820,24.68,23.46
Hassan,2018,Rabi,Groundnut,5000,28,23.52
Hassan,2018,Kharif,Maize,2720,24.68,23.46
Hassan,2018,Rabi,Maize,2260,28,23.52
Hassan,2018,Kharif,Onion,7560,24.68,23.46
Hassan,2018,Rabi,Onion,13250,28,23.52
Hassan,2018,Kharif,Urad,270,24.68,23.46
Hassan,2018,Rabi,Urad,270,28,23.52
Hassan,2018,Kharif,Cotton,1130,24.68,23.46
Hassan,2018,Rabi,Cotton,630,28.4,23.31
Hassan,2019,Kharif,Groundnut,280,26.72,24.33
Hassan,2019,Rabi,Groundnut,3000,28.4,23.31
Hassan,2019,Kharif,Maize,4210,26.72,24.33
Hassan,2019,Rabi,Maize,2730,28.4,23.31
Hassan,2019,Kharif,Onion,8080,26.72,24.33
Hassan,2019,Rabi,Onion,13950,28.4,23.31
Hassan,2019,Kharif,Urad,270,26.72,24.33
Hassan,2019,Rabi,Urad,1000,28.4,23.31
Hassan,2019,Kharif,Cotton,2890,26.72,24.33
Hassan,2019,Rabi,Cotton,670,32.68,22.78
Hassan,2020,Kharif,Groundnut,940,28.32,23.83
Hassan,2020,Rabi,Groundnut,2000,32.68,22.78
Hassan,2020,Kharif,Maize,3830,28.32,23.83
Hassan,2020,Rabi,Maize,2990,32.68,22.78
Hassan,2020,Kharif,Onion,6070,28.32,23.83
Hassan,2020,Rabi,Onion,12500,32.68,22.78
Hassan,2020,Kharif,Urad,2000,28.32,23.83
Hassan,2020,Rabi,Urad,1000,32.68,22.78
Hassan,2020,Kharif,Cotton,2820,28.32,23.83
Hassan,2020,Rabi,Cotton,630,29.88,23.14
Hassan,2021,Kharif,Groundnut,900,30.32,22.6
Hassan,2021,Rabi,Groundnut,4000,29.88,23.14
Hassan,2021,Kharif,Maize,3640,30.32,22.6
Hassan,2021,Rabi,Maize,2300,29.88,23.14
Hassan,2021,Kharif,Onion,7120,30.32,22.6
Hassan,2021,Rabi,Onion,10870,29.88,23.14
Hassan,2021,Kharif,Urad,200,30.32,22.6
Hassan,2021,Rabi,Urad,3000,29.88,23.14
Hassan,2021,Kharif,Cotton,2530,30.32,22.6
Hassan,2021,Rabi,Cotton,790,35.08,22.47
Hassan,2022,Kharif,Groundnut,510,29.72,22.11
Hassan,2022,Rabi,Groundnut,2170,35.08,22.47
Hassan,2022,Kharif,Maize,4070,29.72,22.11
Hassan,2022,Rabi,Maize,3260,35.08,22.47
Hassan,2022,Kharif,Onion,6770,29.72,22.11
Hassan,2022,Rabi,Onion,13000,35.08,22.47
Hassan,2022,Kharif,Urad,230,29.72,22.11
Hassan,2022,Rabi,Urad,4000,35.08,22.47
Hassan,2022,Kharif,Cotton,2460,29.72,22.11
Hassan,2022,Rabi,Cotton,860,26.68,25.01
Kolar,2018,Kharif,Groundnut,940,25,23.67
Kolar,2018,Rabi,Groundnut,2000,26.68,25.01
Kolar,2018,Kharif,Maize,3830,25,23.67
Kolar,2018,Rabi,Maize,2990,26.68,25.01
Kolar,2018,Kharif,Onion,6070,25,23.67
Kolar,2018,Rabi,Onion,12500,26.68,25.01
Kolar,2018,Kharif,Urad,2000,25,23.67
Kolar,2018,Rabi,Urad,1000,26.68,25.01
Kolar,2018,Kharif,Cotton,2820,25,23.67
Kolar,2018,Rabi,Cotton,630,27.4,24.59
Kolar,2019,Kharif,Groundnut,510,27.68,24.34
Kolar,2019,Rabi,Groundnut,2170,27.4,24.59
Kolar,2019,Kharif,Maize,4070,27.68,24.34
Kolar,2019,Rabi,Maize,3260,27.4,24.59
Kolar,2019,Kharif,Onion,6770,27.68,24.34
Kolar,2019,Rabi,Onion,13000,27.4,24.59
Kolar,2019,Kharif,Urad,230,27.68,24.34
Kolar,2019,Rabi,Urad,4000,27.4,24.59
Kolar,2019,Kharif,Cotton,2460,27.68,24.34
Kolar,2019,Rabi,Cotton,860,32.4,23.37
Kolar,2020,Kharif,Groundnut,820,28.8,23.76
Kolar,2020,Rabi,Groundnut,5000,32.4,23.37
Kolar,2020,Kharif,Maize,2720,28.8,23.76
Kolar,2020,Rabi,Maize,2260,32.4,23.37
Kolar,2020,Kharif,Onion,7560,28.8,23.76
Kolar,2020,Rabi,Onion,13250,32.4,23.37
Kolar,2020,Kharif,Urad,270,28.8,23.76
Kolar,2020,Rabi,Urad,270,32.4,23.37
Kolar,2020,Kharif,Cotton,1130,28.8,23.76
Kolar,2020,Rabi,Cotton,630,29.6,23.79
Kolar,2021,Kharif,Groundnut,280,29.8,22.65
Kolar,2021,Rabi,Groundnut,3000,29.6,23.79
Kolar,2021,Kharif,Maize,4210,29.8,22.65
Kolar,2021,Rabi,Maize,2730,29.6,23.79
Kolar,2021,Kharif,Onion,8080,29.8,22.65
Kolar,2021,Rabi,Onion,13950,29.6,23.79
Kolar,2021,Kharif,Urad,270,29.8,22.65
Kolar,2021,Rabi,Urad,1000,29.6,23.79
Kolar,2021,Kharif,Cotton,2890,29.8,22.65
Kolar,2021,Rabi,Cotton,670,34.28,23.32
Kolar,2022,Kharif,Groundnut,900,30,22.72
Kolar,2022,Rabi,Groundnut,4000,34.28,23.32
Kolar,2022,Kharif,Maize,3640,30,22.72
Kolar,2022,Rabi,Maize,2300,34.28,23.32
Kolar,2022,Kharif,Onion,7120,30,22.72
Kolar,2022,Rabi,Onion,10870,34.28,23.32
Kolar,2022,Kharif,Urad,200,30,22.72
Kolar,2022,Rabi,Urad,3000,34.28,23.32
Kolar,2022,Kharif,Cotton,2530,30,22.72
Kolar,2022,Rabi,Cotton,790,26.52,25.24
Mysore,2018,Kharif,Groundnut,900,25,25.12
Mysore,2018,Rabi,Groundnut,3110,26.52,25.24
Mysore,2018,Kharif,Maize,880,25,25.12
Mysore,2018,Rabi,Maize,3910,26.52,25.24
Mysore,2018,Kharif,Onion,37820,25,25.12
Mysore,2018,Rabi,Onion,13960,26.52,25.24
Mysore,2018,Kharif,Urad,920,25,25.12
Mysore,2018,Rabi,Urad,950,26.52,25.24
Mysore,2018,Kharif,Cotton,1230,25,25.12
Mysore,2018,Rabi,Cotton,1240,27.6,24.63
Mysore,2019,Kharif,Groundnut,1730,27.2,25.64
Mysore,2019,Rabi,Groundnut,3050,27.6,24.63
Mysore,2019,Kharif,Maize,2630,27.2,25.64
Mysore,2019,Rabi,Maize,4500,27.6,24.63
Mysore,2019,Kharif,Onion,21410,27.2,25.64
Mysore,2019,Rabi,Onion,22900,27.6,24.63
Mysore,2019,Kharif,Urad,740,27.2,25.64
Mysore,2019,Rabi,Urad,1190,27.6,24.63
Mysore,2019,Kharif,Cotton,520,27.2,25.64
Mysore,2019,Rabi,Cotton,3090,30.4,23.88
Mysore,2020,Kharif,Groundnut,1040,27.4,25.35
Mysore,2020,Rabi,Groundnut,2670,30.4,23.88
Mysore,2020,Kharif,Maize,2630,27.4,25.35
Mysore,2020,Rabi,Maize,4420,30.4,23.88
Mysore,2020,Kharif,Onion,37820,27.4,25.35
Mysore,2020,Rabi,Onion,13960,30.4,23.88
Mysore,2020,Kharif,Urad,790,27.4,25.35
Mysore,2020,Rabi,Urad,970,30.4,23.88
Mysore,2020,Kharif,Cotton,2790,27.4,25.35
Mysore,2020,Rabi,Cotton,2750,28.4,24.44
Mysore,2021,Kharif,Groundnut,1150,29.48,24.2
Mysore,2021,Rabi,Groundnut,3010,28.4,24.44
Mysore,2021,Kharif,Maize,3120,29.48,24.2
Mysore,2021,Rabi,Maize,6190,28.4,24.44
Mysore,2021,Kharif,Onion,21410,29.48,24.2
Mysore,2021,Rabi,Onion,22900,28.4,24.44
Mysore,2021,Kharif,Urad,1020,29.48,24.2
Mysore,2021,Rabi,Urad,780,28.4,24.44
Mysore,2021,Kharif,Cotton,1750,29.48,24.2
Mysore,2021,Rabi,Cotton,1760,32.4,23.6
Mysore,2022,Kharif,Groundnut,1560,29.6,23.83
Mysore,2022,Rabi,Groundnut,1890,32.4,23.6
Mysore,2022,Kharif,Maize,6210,29.6,23.83
Mysore,2022,Rabi,Maize,6290,32.4,23.6
Mysore,2022,Kharif,Onion,37820,29.6,23.83
Mysore,2022,Rabi,Onion,13960,32.4,23.6
Mysore,2022,Kharif,Urad,740,29.6,23.83
Mysore,2022,Rabi,Urad,860,32.4,23.6
Mysore,2022,Kharif,Cotton,1810,29.6,23.83
Mysore,2022,Rabi,Cotton,2000,36.92,24.73
Udupi,2018,Kharif,Groundnut,2900,25.4,26.55
Udupi,2018,Rabi,Groundnut,3930,36.92,24.73
Udupi,2018,Kharif,Maize,4270,25.4,26.55
Udupi,2018,Rabi,Maize,9200,36.92,24.73
Udupi,2018,Kharif,Onion,10000,25.4,26.55
